gene_symbol	s_het	s_het_lower95	s_het_upper95	NFE_s_het	NFE_s_het_lower95	NFE_s_het_upper95	rank	quintile	decile	U	N	NFE_N	n	NFE_n
TIMM8B	0.0021829855	0.00124	0.00383	0.00207	0	0	15092	5	10	2.44E-07	92269.5619	40832	12	7
OR1L8	0.002182344	0.00141	0.00338	0.00212	0	1	15093	5	10	3.34E-07	119655.6541	66492	20	0
OR2W3	0.0021800701	0.00141	0.00338	0.00211	0	0	15094	5	10	3.42E-07	116727.0149	66008	20	1
MRGPRD	0.0021777848	0.00146	0.00325	0.00212	0	0	15095	5	10	4.17E-07	116515.9899	64912	24	7
KRT84	0.0021777218	0.00166	0.00287	0.00215	0	0	15096	5	10	9.91E-07	106608.5093	65944.9091	51	11
C6orf223	0.0021727591	0.00135	0.00349	0.00209	0	0	15097	5	10	4.01E-07	82942.16667	64961.3333	17	6
SLC26A4	0.0021724046	0.00179	0.00265	0	0	0	15098	5	10	1.80E-06	114429.5702	54014.9167	99	38
PXT1	0.0021723732	0.00137	0.00344	0.0021	0	0	15099	5	10	3.19E-07	111052.6579	58125.7143	18	8
GLIPR1L1	0.0021708878	0.00155	0.00306	0.00213	0	0	15100	5	10	6.31E-07	107706.8273	63563.2	33	1
DBH	0.0021705943	0.00174	0.00271	0	0	0	15101	5	10	1.43E-06	114611.8926	63494.4444	78	58
SLC44A3	0.00216873	0.00178	0.00266	0	0	0	15102	5	10	1.71E-06	113899.1898	64060.75	94	28
KHNYN	0.0021686186	0.00176	0.00269	.	.	.	15103	5	10	1.55E-06	113057.8283	59728.5	85	74
SLC36A4	0.0021660543	0.00167	0.00282	0.00214	0	0	15104	5	10	1.06E-06	107286.7211	62880.1538	55	16
KDELC2	0.0021647276	0.00168	0.00279	0.00215	0	0	15105	5	10	1.10E-06	113159.3006	66446.4615	60	25
CYP1A2	0.0021640184	0.00166	0.00283	0.00214	0	0	15106	5	10	9.30E-07	119837.5647	66380.5	54	35
SPINK7	0.0021639697	0.00126	0.00372	0.00206	0	0	15107	5	10	2.03E-07	120487.4746	66642	13	0
LTV1	0.0021639254	0.00175	0.00268	0	0	0	15108	5	10	1.44E-06	119916.0452	66587.6364	84	64
CPA3	0.0021634841	0.00174	0.0027	0	0	0	15109	5	10	1.39E-06	119070.0598	66302.6316	79	13
C3orf56	0.0021631067	0.00137	0.00343	0.00209	0	0	15110	5	10	3.52E-07	100180.6818	61555	18	8
KCNH6	0.0021606364	0.0018	0.00261	0	0	0	15111	5	10	1.98E-06	114353.7083	63650.0833	109	46
MRO	0.0021604289	0.00163	0.00288	0.00213	0	0	15112	5	10	8.62E-07	111524.2303	57832.5714	47	12
DGAT2L6	0.0021596647	0.00159	0.00294	0.00213	0	0	15113	5	10	1.14E-06	72930.16425	41372.3636	41	26
PCDHGA7	0.0021590164	0.00167	0.0028	0.00214	0	0	15114	5	10	1.09E-06	107943.4149	65841.2727	57	4
FAM188B	0.0021576606	0.00177	0.00265	0	0	0	15115	5	10	1.77E-06	109453.4178	60863.1304	94	34
NSUN4	0.0021562968	0.00174	0.00268	0	0	0	15116	5	10	1.46E-06	114883.2027	66642.1667	82	16
LCE1E	0.0021533565	0.00116	0.00398	0.00202	0	0	15117	5	10	1.51E-07	118319.8448	65016.5	10	4
CEACAM21	0.0021530518	0.00158	0.00294	0.00212	0	0	15118	5	10	7.41E-07	108933.1464	62575.3846	40	14
ACTL7B	0.0021504188	0.00147	0.00316	0.0021	0	0	15119	5	10	4.52E-07	115585.8239	65278.3333	26	3
SLC25A23	0.0021471807	0.00166	0.00279	0.00213	0	0	15120	5	10	1.26E-06	92848.8057	59832.4	57	8
AP000695.1	0.0021461925	0.00146	0.00315	0.0021	0	0	15121	5	10	5.35E-07	97452.34965	59528.8	26	14
NR0B2	0.0021446272	0.00144	0.0032	0.00209	0	0	15122	5	10	4.11E-07	116320.79	65573.3333	24	8
HIST1H4B	0.0021436193	0.00133	0.00344	0.00207	0	0	15123	5	10	2.75E-07	119195.9823	66658	17	9
SIRT5	0.0021414879	0.00169	0.00272	0.00213	0	0	15124	5	10	1.21E-06	114117.8984	66035.4	67	49
AMIGO3	0.0021384046	0.00147	0.00312	0.00209	0	0	15125	5	10	4.63E-07	116796.5152	65055.2727	27	11
CYP1B1	0.0021377385	0.00152	0.00301	0.0021	0	0	15126	5	10	6.93E-07	96515.92443	49812	33	25
UCMA	0.0021374938	0.00144	0.00319	0.00208	0	0	15127	5	10	4.04E-07	117921.25	66393.25	24	18
DHPS	0.0021362273	0.0016	0.00285	0.00211	0	0	15128	5	10	8.23E-07	112845.7774	64374.3333	46	40
RNF181	0.0021358228	0.00158	0.0029	0.00211	0	0	15129	5	10	7.26E-07	115578.2749	64919.6667	41	9
MTHFSD	0.0021357496	0.0016	0.00285	0.00211	0	0	15130	5	10	1.01E-06	91931.02495	60665.6923	46	27
MRGPRX4	0.0021325356	0.00139	0.00327	0.00207	0	0	15131	5	10	3.41E-07	120604.3033	66684.5	21	8
HIST1H2BD	0.0021316754	0.00106	0.00423	0.00196	0	0	15132	5	10	1.11E-07	120693.9103	66715	8	1
SLC27A3	0.0021308919	0.00174	0.00262	0	0	0	15133	5	10	1.70E-06	107474.0885	64062.8889	90	22
HIST1H4D	0.0021297393	0.00101	0.00443	0.00194	0	0	15134	5	10	9.41E-08	119584.0337	66580	7	4
EME1	0.0021269613	0.00169	0.00269	0.00211	0	0	15135	5	10	1.21E-06	118592.8817	61685	70	34
MRPL11	0.0021262245	0.00144	0.00315	0.00207	0	0	15136	5	10	4.42E-07	111994.4174	66405	25	16
RMDN1	0.0021229045	0.00162	0.0028	0.0021	0	0	15137	5	10	1.09E-06	94385.56863	59919.7778	51	9
PRR4	0.0021170341	0.00152	0.00295	0.00208	0	0	15138	5	10	6.71E-07	104987.5255	63685	35	8
PIGG	0.00211444	0.00174	0.00258	.	.	.	15139	5	10	1.83E-06	110588.9576	66006.7692	100	87
ALDH3A1	0.0021132628	0.00161	0.00278	0.00209	0	0	15140	5	10	9.95E-07	102907.8196	65075.2308	51	40
CD1D	0.0021130068	0.00164	0.00274	0.00209	0	0	15141	5	10	1.04E-06	112664.7821	66668.5714	58	10
PARM1	0.0021120006	0.00143	0.00313	0.00206	0	0	15142	5	10	4.39E-07	111965.8228	66255.5	25	4
CAPS	0.0021119538	0.00132	0.00339	0.00203	0	0	15143	5	10	3.08E-07	104728.241	65366.8571	17	5
LYSMD4	0.0021100053	0.00143	0.00312	0.00206	0	0	15144	5	10	4.22E-07	116360.4419	66050	25	7
RBPJL	0.0021081218	0.00169	0.00265	0.00209	0	0	15145	5	10	1.41E-06	108318.0694	65215.0588	75	35
TSPEAR	0.0021060264	0.00172	0.00259	.	.	.	15146	5	10	1.76E-06	104938.8556	60868.6667	92	76
HTR3C	0.0021059173	0.00164	0.00272	0.00209	0	0	15147	5	10	1.00E-06	118869.5829	65607.3846	59	4
LILRA5	0.0021058996	0.00155	0.00287	0.00208	0	0	15148	5	10	6.69E-07	120466.2736	66411.4	40	10
C16orf71	0.0021057743	0.00167	0.00266	0.00209	0	0	15149	5	10	1.29E-06	111729.0528	64658.4211	71	23
AQP7	0.0021038057	0.00153	0.00291	0.00207	0	0	15150	5	10	6.63E-07	111912.2318	62792.2	37	11
OR13J1	0.00210365	0.00129	0.00343	0.00202	0	0	15151	5	10	2.51E-07	119584.1498	66096.6667	16	3
ODAM	0.0020989144	0.00162	0.00273	0.00208	0	0	15152	5	10	1.00E-06	112163.118	64466.8889	56	20
GPR146	0.0020963002	0.00144	0.00306	0.00205	0	0	15153	5	10	5.29E-07	100115.0699	56609.6	27	23
DEFB132	0.0020952375	0.00119	0.00368	0.00199	0	0	15154	5	10	1.80E-07	119468.5607	66638.6667	12	0
IRF3	0.0020948337	0.00158	0.00279	0.00207	0	0	15155	5	10	9.37E-07	99341.65617	61008	47	3
ZNF334	0.0020943118	0.00167	0.00264	0.00208	0	0	15156	5	10	1.26E-06	117072.1357	66501.0769	73	41
SLC46A3	0.0020942238	0.00165	0.00267	0.00208	0	0	15157	5	10	1.12E-06	116741.7294	66393.6	65	46
SUCNR1	0.0020925983	0.00153	0.00288	0.00206	0	0	15158	5	10	6.33E-07	119875.6667	66681	38	9
PDE6H	0.0020914622	0.00116	0.00376	0.00197	0	0	15159	5	10	1.64E-07	118106.6111	64669.3333	11	7
C9orf163	0.0020905103	0.00126	0.00346	0.002	0	0	15160	5	10	3.02E-07	91792.7692299999	27958	15	1
CHI3L2	0.0020886482	0.00159	0.00275	0.00207	0	0	15161	5	10	8.50E-07	119000.0318	66453.8	51	19
OR4C46	0.0020864133	0.00128	0.0034	0.00201	0	0	15162	5	10	2.46E-07	120928.416999999	66715.1429	16	6
PRDX1	0.0020855956	0.00139	0.00314	0.00203	0	0	15163	5	10	3.67E-07	120803.2816	66690.8571	23	17
PIR	0.0020783688	0.00148	0.00293	0.00204	0	0	15164	5	10	7.49E-07	84406.26293	47087.25	33	13
DFNA5	0.0020778711	0.00162	0.00268	0.00206	0	0	15165	5	10	1.06E-06	112553.3034	66489.8182	60	12
MARCH10	0.0020763694	0.00169	0.00256	0	0	0	15166	5	10	1.56E-06	113990.9296	65865.8182	90	12
PRSS55	0.0020747366	0.00149	0.00291	0.00204	0	0	15167	5	10	6.04E-07	110782.2614	66138	34	10
DAO	0.0020742503	0.00162	0.00266	0.00206	0	0	15168	5	10	1.24E-06	101059.4967	65972.9474	63	20
C11orf1	0.0020726246	0.00147	0.00293	0.00203	0	0	15169	5	10	6.23E-07	100636.4157	66296	32	28
CASP5	0.002070946	0.00164	0.00262	0.00206	0	0	15170	5	10	1.20E-06	116336.5327	66500.6154	70	53
OR6K3	0.0020706796	0.00127	0.00337	0.00199	0	0	15171	5	10	2.45E-07	120426.3756	66683.3333	16	1
CES3	0.0020683019	0.00167	0.00257	0.00206	0	0	15172	5	10	1.43E-06	116299.266999999	66335.8667	83	20
CCR3	0.0020666046	0.00145	0.00296	0.00203	0	0	15173	5	10	5.12E-07	114011.0041	42849.2	30	9
ZNF737	0.0020659846	0.00159	0.00269	0.00205	0	0	15174	5	10	9.33E-07	116044.2051	65649.8182	55	31
OASL	0.0020644595	0.00161	0.00266	0.00205	0	0	15175	5	10	9.90E-07	119705.4514	66181.375	60	30
ZNF546	0.0020643986	0.00172	0.00249	.	.	.	15176	5	10	1.91E-06	117400.806999999	66527.2941	113	77
AGMO	0.0020596645	0.00164	0.0026	0.00205	0	0	15177	5	10	1.30E-06	109953.0769	66393.8462	72	34
ZNF616	0.0020571	0.00167	0.00255	0.00205	0	0	15178	5	10	1.39E-06	120461.0108	66663.8462	84	56
ZP4	0.0020556809	0.00171	0.00249	0	0	0	15179	5	10	1.77E-06	119164.2181	64666.75	107	27
PIGQ	0.0020518301	0.00165	0.00257	0.00204	0	0	15180	5	10	1.60E-06	94379.6736	58910	78	50
DEFB127	0.0020512141	0.00114	0.00369	0.00193	0	0	15181	5	10	1.60E-07	118417.0667	66327	11	0
CCDC27	0.0020498582	0.0017	0.00249	0	0	0	15182	5	10	1.87E-06	109171.625	64815.6154	104	52
CD300E	0.0020498271	0.00147	0.00287	0.00201	0	0	15183	5	10	5.92E-07	111618.1339	66463	34	20
HIST1H2BO	0.0020497906	0.00107	0.00392	0.00191	0	0	15184	5	10	1.25E-07	118658.3448	66433.6	9	7
UGT2B10	0.0020470861	0.00167	0.00252	0	0	0	15185	5	10	1.48E-06	119764.8	66350.7059	91	39
ZFAND1	0.0020467048	0.00157	0.00268	0.00203	0	0	15186	5	10	9.83E-07	104908.369	64876.6667	53	49
SARM1	0.0020463666	0.00161	0.00262	0.00203	0	0	15187	5	10	1.40E-06	89726.55268	46801	64	19
NMNAT3	0.0020461607	0.00146	0.00288	0.00201	0	0	15188	5	10	6.06E-07	105460.2946	65531.6	33	23
AGPAT9	0.0020451847	0.00166	0.00252	0	0	0	15189	5	10	1.46E-06	117085.1096	66614.25	88	51
GNAT3	0.0020445802	0.00151	0.00277	0.00202	0	0	15190	5	10	9.43E-07	85390.27642	40816.5714	42	29
SLC5A10	0.0020426268	0.00168	0.0025	.	.	.	15191	5	10	1.64E-06	112816.3467	64570.3	95	65
VSTM1	0.0020416306	0.00148	0.00282	0.00201	0	0	15192	5	10	6.32E-07	113810.4537	66722.6667	37	10
AIPL1	0.0020393829	0.00157	0.00265	0.00202	0	0	15193	5	10	9.44E-07	115316.3173	65064.75	56	42
IRAK1BP1	0.0020388105	0.00148	0.00282	0.00201	0	0	15194	5	10	7.05E-07	101879.8081	59551.6667	37	18
FAM198B	0.0020385852	0.00163	0.00256	0.00203	0	0	15195	5	10	1.24E-06	117345.8272	65942.2222	74	7
NTSR2	0.0020331235	0.00143	0.00289	0.00199	0	0	15196	5	10	6.38E-07	93133.14504	37197.4286	31	14
LYPD3	0.0020319419	0.00146	0.00285	0.002	0	0	15197	5	10	6.10E-07	107342.1607	65898.5455	34	19
PADI3	0.0020300643	0.00164	0.00252	0.00202	0	0	15198	5	10	1.38E-06	116755.7736	65776.5	82	41
THAP3	0.0020297454	0.00139	0.00298	0.00198	0	0	15199	5	10	5.12E-07	96029.68824	59754.8	26	8
OTUD6B	0.0020290786	0.00139	0.00296	0.00198	0	0	15200	5	10	7.35E-07	69631.65611	40044.8	27	12
DAND5	0.0020262458	0.00141	0.00292	0.00198	0	0	15201	5	10	4.93E-07	111879.6538	65912.2857	29	21
AEN	0.0020239078	0.00145	0.00283	0.00199	0	0	15202	5	10	6.24E-07	104502.4858	65509.8	34	19
TMEM80	0.0020227298	0.00139	0.00295	0.00198	0	0	15203	5	10	5.15E-07	99050.49123	65003.6	27	25
OR1L1	0.0020192783	0.00131	0.00313	0.00196	0	0	15204	5	10	3.10E-07	118660.0829	66727.2	20	15
RHBDL1	0.0020188639	0.00148	0.00277	0.00199	0	0	15205	5	10	8.43E-07	87068.81704	33920	39	28
COX7A2L	0.0020186086	0.00129	0.00316	0.00195	0	0	15206	5	10	3.54E-07	98172.22335	65985	19	3
HEXDC	0.0020155937	0.0016	0.00254	0.002	0	0	15207	5	10	1.29E-06	108362.4564	63389.3333	72	54
AKR7A3	0.0020117867	0.0015	0.00271	0.00199	0	0	15208	5	10	7.36E-07	113023.6233	65563.5385	44	9
ZNF584	0.0020100829	0.00148	0.00274	0.00198	0	0	15209	5	10	6.80E-07	112951.253	66672.5	40	27
SMTNL1	0.0020100523	0.00152	0.00266	0.00199	0	0	15210	5	10	9.32E-07	99957.2609799999	60651.4286	49	5
ACYP2	0.0020086434	0.00117	0.00345	0.00191	0	0	15211	5	10	2.60E-07	86603.1269	62405.6	13	6
C16orf92	0.0020076084	0.00128	0.00315	0.00194	0	0	15212	5	10	3.15E-07	109680.7143	65137.3333	19	2
AKIP1	0.0020062896	0.00135	0.00299	0.00196	0	0	15213	5	10	4.69E-07	95003.04959	55956.5714	24	8
NLRP4	0.0020051126	0.00167	0.00242	.	.	.	15214	5	10	1.75E-06	119740.0358	65308.1818	109	87
LYZ	0.0020048291	0.0014	0.00289	0.00196	0	0	15215	5	10	4.53E-07	120411.0872	66732	29	6
VNN2	0.002004727	0.00156	0.00259	0.00199	0	0	15216	5	10	9.86E-07	116586.0135	65505	60	42
CPQ	0.002003452	0.00156	0.00259	0.00199	0	0	15217	5	10	1.01E-06	111756.9174	63573.8462	59	28
ZNF181	0.0020032726	0.00156	0.00259	0.00199	0	0	15218	5	10	1.00E-06	112863.9933	66324.1818	59	49
SLC9B1	0.00200113	0.00156	0.00258	0.00198	0	0	15219	5	10	1.11E-06	105171.9689	60659.75	61	14
C9orf152	0.0020009957	0.00137	0.00294	0.00195	0	0	15220	5	10	4.22E-07	114772.4747	63340	26	21
OR5D16	0.0019993015	0.00132	0.00304	0.00194	0	0	15221	5	10	3.46E-07	116744.5023	66166.8571	22	13
CPB1	0.001998904	0.0016	0.00251	0.00199	0	0	15222	5	10	1.20E-06	120492.3538	66520.1053	75	29
TERF1	0.0019984186	0.00157	0.00256	0.00198	0	1	15223	5	10	1.21E-06	101299.2363	52364	64	0
ZNF728	0.0019973818	0.00154	0.00259	0.00198	0	0	15224	5	10	9.55E-07	113638.2949	62334.8	57	46
AMZ1	0.0019971618	0.00153	0.00262	0.00198	0	0	15225	5	10	9.66E-07	104061.5971	62409.2	53	28
SMAP2	0.0019958301	0.00163	0.00246	0.00199	0	0	15226	5	10	1.53E-06	111514.4471	66182	90	66
TCTE1	0.0019954018	0.00156	0.00257	0.00198	0	0	15227	5	10	9.85E-07	118166.7877	65859.2727	61	29
TEKT4	0.0019928283	0.00152	0.00262	0.00197	0	0	15228	5	10	1.04E-06	94522.24448	55526.2667	52	35
SLC25A52	0.0019923881	0.00141	0.00282	0.00196	0	1	15229	5	10	5.05E-07	119146.073	66726.6667	32	0
C14orf177	0.0019921185	0.00116	0.00342	0.0019	0	0	15230	5	10	1.92E-07	116198.9244	64631.3333	13	10
NEIL2	0.0019906863	0.00148	0.00269	0.00196	0	0	15231	5	10	6.96E-07	117834.3058	66305.2	43	17
SHPK	0.001990217	0.00161	0.00247	.	.	.	15232	5	10	1.59E-06	99480.1263	59738.7273	84	66
LY6G6F	0.0019899245	0.00147	0.00271	0.00196	0	0	15233	5	10	6.75E-07	115556.2215	64940.4444	41	18
EMCN	0.0019893028	0.0015	0.00265	0.00197	0	0	15234	5	10	7.62E-07	115715.2827	65022.3636	47	9
HAUS1	0.0019884603	0.00148	0.00267	0.00196	0	0	15235	5	10	7.42E-07	110741.9064	62248.8571	44	33
MCOLN2	0.0019871734	0.0016	0.00248	0.00198	0	0	15236	5	10	1.28E-06	118488.6607	66087.0588	79	19
C7orf57	0.0019854198	0.00148	0.00267	0.00196	0	0	15237	5	10	8.75E-07	93757.95	54786.8571	44	6
KRTAP10-2	0.0019797668	0.00134	0.00293	0.00193	0	0	15238	5	10	3.85E-07	119254.067	66389.3333	25	1
GZMK	0.0019786706	0.00144	0.00272	0.00195	0	1	15239	5	10	6.01E-07	119149.1293	66377.6667	38	0
PARP15	0.0019759288	0.0016	0.00245	0.00197	0	0	15240	5	10	1.59E-06	101215.1607	61575.1667	86	7
SUN3	0.0019723085	0.00153	0.00255	0.00195	0	0	15241	5	10	9.77E-07	111647.9321	58795	58	8
CARD8	0.0019698171	0.00154	0.00253	0.00195	0	0	15242	5	10	1.16E-06	102401.5773	47605.1429	63	4
SLC6A19	0.0019697702	0.00164	0.00237	.	.	.	15243	5	10	1.86E-06	115891.9697	65073.9231	114	81
SLC28A2	0.0019690599	0.0016	0.00244	0.00196	0	0	15244	5	10	1.37E-06	118290.3499	66503.0526	85	17
CCKAR	0.0019666262	0.00142	0.00273	0.00194	0	0	15245	5	10	5.64E-07	119190.912	66682	36	4
OPRK1	0.0019627909	0.00144	0.00268	0.00194	0	0	15246	5	10	6.88E-07	108922.4748	66456	40	33
NEU2	0.0019601665	0.0015	0.00258	0.00194	0	0	15247	5	10	8.38E-07	115299.2683	64302	52	5
RPS6KB2	0.0019597146	0.00155	0.00249	0.00195	0	0	15248	5	10	1.20E-06	108260.5148	64804	69	41
C12orf42	0.0019553227	0.00134	0.00285	0.00191	0	0	15249	5	10	4.85E-07	101493.7951	53468.2222	27	4
KRTAP24-1	0.0019540118	0.00138	0.00278	0.00192	0	0	15250	5	10	4.85E-07	117537.6879	66287.4286	31	17
ARGFX	0.0019481403	0.00148	0.00257	0.00193	0	0	15251	5	10	8.22E-07	114419.9465	58557.3333	51	24
ALG10B	0.0019442601	0.00147	0.00258	0.00192	0	0	15252	5	10	7.48E-07	120279.0187	66684.5714	49	37
ZNF664	0.0019427152	0.00127	0.00298	0.00189	0	0	15253	5	10	3.16E-07	117829.4182	66467	21	21
AHSG	0.0019425926	0.00142	0.00267	0.00191	0	0	15254	5	10	6.51E-07	107919.4815	65724.7273	38	16
LOXL4	0.0019412479	0.00161	0.00235	0.00193	0	0	15255	5	10	1.71E-06	113947.5935	62660.75	105	24
GPR157	0.0019388816	0.00134	0.00281	0.0019	0	0	15256	5	10	5.90E-07	85979.02685	55208.5714	28	4
KRTAP9-7	0.0019365135	0.00119	0.00316	0.00186	0	0	15257	5	10	2.45E-07	111936.433	60951.3333	16	1
MAPK15	0.0019363473	0.00158	0.00239	0.00193	0	0	15258	5	10	1.63E-06	100218.8373	55364.1739	89	31
MFSD7	0.0019345649	0.00152	0.00247	0.00192	0	0	15259	5	10	1.25E-06	96361.12868	42994.75	65	10
KRTAP13-3	0.0019323933	0.00117	0.0032	0.00185	0	0	15260	5	10	2.16E-07	117723.0159	66134.5	15	0
SLC7A13	0.001931161	0.00148	0.00253	0.00191	0	0	15261	5	10	8.54E-07	113650.9684	62576.1667	53	30
ZNF845	0.0019307726	0.00159	0.00235	.	.	.	15262	5	10	1.63E-06	112945.8885	64611.8462	100	77
CHST13	0.0019305879	0.00118	0.00315	0.00186	0	0	15263	5	10	3.93E-07	69548.5	38183.2	16	1
SLC26A1	0.0019289478	0.00144	0.00259	0.0019	0	0	15264	5	10	1.14E-06	69808.0848299999	41376.5	44	7
SAYSD1	0.0019283852	0.00132	0.00283	0.00188	0	0	15265	5	10	4.36E-07	106839.8571	66102.4	26	19
UBD	0.0019279688	0.00123	0.00302	0.00187	0	1	15266	5	10	2.87E-07	115246.7826	63331	19	0
FAM71F2	0.0019268302	0.00136	0.00274	0.00189	0	0	15267	5	10	6.32E-07	88887.10549	49089	31	29
TEX19	0.0019216269	0.00126	0.00295	0.00187	0	0	15268	5	10	3.16E-07	116461.1273	66335.6	21	5
RP11-404P21.8	0.0019215994	0.00109	0.00337	0.00182	0	0	15269	5	10	2.25E-07	86697.28767	65254	12	2
TIMD4	0.00192146	0.00148	0.00251	0.0019	0	0	15270	5	10	8.52E-07	117830.352	66514.1667	55	25
BLOC1S2	0.0019211663	0.00134	0.00277	0.00188	0	0	15271	5	10	4.86E-07	107328.314	66628.6667	29	27
GPA33	0.0019156203	0.00152	0.00243	0.0019	0	0	15272	5	10	1.09E-06	116414.4987	65929.4545	69	16
ANKRD42	0.001914844	0.00147	0.00251	0.0019	0	0	15273	5	10	1.04E-06	92501.11025	65110.5	53	12
TDGF1	0.0019141891	0.00131	0.00281	0.00187	0	0	15274	5	10	4.35E-07	106253.1774	66675.25	26	15
MFSD3	0.001913408	0.00136	0.00271	0.00188	0	0	15275	5	10	5.68E-07	101550.4184	62321.6	32	5
TRIT1	0.0019129687	0.00155	0.00237	0.0019	0	0	15276	5	10	1.38E-06	115384.4874	63113.5	86	48
F2RL1	0.0019128471	0.0014	0.00263	0.00188	0	0	15277	5	10	6.21E-07	111336.6066	60563.2	38	34
GPR39	0.0019117301	0.00138	0.00266	0.00188	0	0	15278	5	10	5.36E-07	118214.4727	66035.8571	35	5
ARV1	0.0019109482	0.00141	0.0026	0.00188	0	0	15279	5	10	6.37E-07	117428.0348	63297.3333	41	36
SH2D6	0.0019104523	0.00125	0.00293	0.00186	0	0	15280	5	10	3.92E-07	93297.45251	57572	21	3
VSIG4	0.0019098709	0.0014	0.00262	0.00188	0	0	15281	5	10	9.12E-07	75879.26239	43781.7143	39	30
HEMGN	0.0019069577	0.0015	0.00244	0.00189	0	0	15282	5	10	9.82E-07	120845.7483	66696	65	37
NEU3	0.0019063022	0.00143	0.00256	0.00188	0	0	15283	5	10	7.58E-07	106203.4954	63545.75	45	10
MED26	0.0019050606	0.00152	0.0024	0.00189	0	0	15284	5	10	1.20E-06	111490.516	66716	73	52
PLA2G12A	0.0019011518	0.00136	0.00268	0.00187	0	0	15285	5	10	5.49E-07	107824.5478	52243.5	33	6
NMRK2	0.0019008423	0.00138	0.00263	0.00187	0	0	15286	5	10	6.69E-07	99834.0415399999	54605.4545	37	20
TAS2R41	0.001899483	0.00142	0.00255	0.00188	0	0	15287	5	10	6.80E-07	120492.9486	66686	45	11
LGALS3BP	0.0018984035	0.00148	0.00244	0.00188	0	0	15288	5	10	1.06E-06	106059.9104	62216	62	43
CYP4V2	0.0018925792	0.00152	0.00236	0.00188	0	0	15289	5	10	1.31E-06	110106.171	66206.4444	79	61
C7orf69	0.0018894918	0.00118	0.00304	0.00182	0	0	15290	5	10	2.74E-07	104324.5073	66558	17	1
KRT24	0.001888101	0.00151	0.00237	0.00188	0	0	15291	5	10	1.15E-06	118552.2705	65755.2222	75	48
NOXA1	0.0018874614	0.0015	0.00239	0.00187	0	0	15292	5	10	1.61E-06	77674.37067	39064.6	71	34
FAM63A	0.0018858375	0.00153	0.00234	0.00188	0	0	15293	5	10	1.41E-06	108609.2138	66353	84	54
DECR1	0.0018839617	0.00142	0.0025	0.00186	0	0	15294	5	10	7.68E-07	110885.1463	66106.2222	48	15
TPSG1	0.0018815567	0.00132	0.00269	0.00184	0	0	15295	5	10	5.67E-07	93322.94882	45344	30	5
SHCBP1L	0.0018795966	0.00149	0.00238	0.00187	0	0	15296	5	10	1.23E-06	101157.6434	55896.1333	69	32
TLR2	0.0018785363	0.0015	0.00237	0.00187	0	0	15297	5	10	1.08E-06	120358.2074	66427.5	72	58
PMM2	0.0018760704	0.00139	0.00254	0.00185	0	0	15298	5	10	7.59E-07	96875.49048	56042.1538	42	14
AUNIP	0.0018740676	0.00137	0.00258	0.00185	0	0	15299	5	10	6.33E-07	106928.4078	60410.6667	38	5
APOL2	0.0018725588	0.00139	0.00254	0.00185	0	0	15300	5	10	7.33E-07	102482.0231	66521.4286	42	22
OXER1	0.0018703374	0.00129	0.00271	0.00183	0	0	15301	5	10	4.61E-07	105948.8968	65441.7143	28	4
GALNT8	0.0018694444	0.00153	0.00229	0.00186	0	0	15302	5	10	1.44E-06	114523.0547	66360.25	93	40
PEX7	0.0018690939	0.00146	0.00241	0.00185	0	0	15303	5	10	9.77E-07	109398.7257	66161.3333	60	47
MTFR2	0.0018678386	0.00145	0.00242	0.00185	0	0	15304	5	10	9.85E-07	104641.8101	64113.75	58	45
DNAJC15	0.0018668947	0.00128	0.00272	0.00183	0	0	15305	5	10	4.82E-07	97263.20705	61913.1111	27	14
MESP1	0.0018667439	0.00109	0.00321	0.00178	0	0	15306	5	10	4.09E-07	50715.37725	10802	13	10
CIB4	0.0018665286	0.00137	0.00256	0.00184	0	0	15307	5	10	6.43E-07	107728.5734	66605.5556	39	18
MAP2K3	0.0018662194	0.00146	0.0024	0.00185	0	0	15308	5	10	1.06E-06	104192.3893	65992.2857	62	40
CD160	0.0018625637	0.00129	0.0027	0.00182	0	0	15309	5	10	4.33E-07	112306.3313	66145.1429	28	16
RMND5B	0.0018609246	0.00149	0.00233	.	.	.	15310	5	10	1.20E-06	113475.9873	61870.2857	76	66
PCDHB14	0.0018605714	0.00146	0.00238	0.00185	0	0	15311	5	10	9.68E-07	119502.3176	66363.2727	65	55
DCD	0.0018598443	0.00123	0.00282	0.00181	0	0	15312	5	10	4.00E-07	93487.03529	52388.5	22	4
PROKR1	0.0018587601	0.00129	0.00269	0.00182	0	0	15313	5	10	4.01E-07	121007.5547	66586.1818	28	17
TEX30	0.0018566276	0.00126	0.00275	0.00181	0	0	15314	5	10	4.10E-07	104623.193	66636.5	25	5
PCTP	0.0018526329	0.00139	0.00248	0.00183	0	0	15315	5	10	7.90E-07	101223.0042	66673	46	8
C1QTNF9B	0.0018492291	0.0014	0.00245	0.00183	0	0	15316	5	10	8.16E-07	104606.561999999	58103	49	23
HIST1H2AD	0.0018477468	0.00127	0.0027	0.00181	0	0	15317	5	10	3.87E-07	119827.8721	65881.2	27	19
OR10A3	0.0018462949	0.00138	0.00248	0.00182	0	0	15318	5	10	6.53E-07	119022.7847	66307.7778	44	23
CHRNB3	0.0018460015	0.00145	0.00236	0.00183	0	0	15319	5	10	9.45E-07	119462.8323	66621.1429	64	11
GPATCH3	0.0018450264	0.00149	0.00229	.	.	.	15320	5	10	1.25E-06	118308.7389	66342.1818	83	68
